구매id,리뷰날짜,구매옵션,리뷰내용,리뷰점수,수량
liml*****,2024-01-22T07:54:41.209+00:00,,"다른곳 에서 주문하다가 발견한 곳이에요 
가격대도 좀 더 있고
배송비도 있지만..ㅠㅠ
음식은 맛있어요^^
근데 아쉬운 점은
저염식이라고 하기엔 짜고
특히 국이 많이 짜네요..ㅠㅠ
간이 세지 않으면 좋을 거 같아요
음식 조리하는 곳 사진도
있었으면 좋겠어요",3,1
kwon*******,2024-02-19T06:31:03.317+00:00,,메뉴가 조금색다르면 좋을거같아요 잘먹습니다,5,1
noha****,2024-02-03T01:09:11.233+00:00,,두번째 시키는데 만족합니다!,5,1
par7***,2024-02-23T02:25:45.466+00:00,,아이가 잘먹어줘서 좋네요,4,1
moon*******,2024-02-28T00:45:19.457+00:00,,항상 주문하게 되네요^^,5,1
jung********,2024-01-22T06:56:32.555+00:00,,계속 구매하고있어요! 음식맛도 물론이고 늘 요청사항도 잘들어주세요^^,5,1
a_aa********,2024-01-08T10:02:22.285+00:00,,"정말 엄마정성이 느껴지는 반찬이네요. 메뉴 구성도 너무 좋고요. 저희애는 검은콩자반, 하이라이스를 특히 좋아했어요. 정성스러운 음식 감사합니다.",5,1
dkvd*****,2024-01-16T01:26:07.976+00:00,,"아기가 잘 먹는 아기라 잘 먹어 줄꺼라 믿었는데 요즘 살 밥테기와 감기, 식감에 다 겹쳐져 잘 먹는지 알 수가 없네요 하하 조금씩은 먹는거보니 감기 낫고 입맛돌아오면 잘 먹어주겠죠?^^*",5,1
whgu******,2024-02-21T23:30:57.832+00:00,,다양하게 먹을수 있어서 좋아요ㅎㅎ,4,1
djsw****,2024-02-02T02:47:28.578+00:00,,괜찮은거같아요 또 사러올게요,5,1
kimm********,2024-02-24T04:26:48.580+00:00,,간이 심심해서 좋아요!!,5,1
pbad*****,2024-02-23T05:42:59.270+00:00,,반찬도 다양해서 아이가 잘 먹어요!,5,1
te****,2024-01-29T02:09:06.755+00:00,,아이가 먹는 양이 적어서 수분해서 얼려두고 잘 먹이고 있어요 !,5,1
lims***,2024-01-25T14:37:36.218+00:00,,"영양만점, 아이도 잘 먹었어요.  아이는 33개월 입니다.",5,1
bibi******,2024-01-28T13:53:15.568+00:00,,치아가 6개 한번에 나는 중이라 단단한걸 안먹어서 다른반찬으로 요청드렸는데 이번주 메뉴중에 부드러운 음식으로 바꿔보내주셔서 너무감사했어요 아기도 너무 잘먹어요 ♡,5,1
akka***,2024-01-13T02:31:56.442+00:00,,저번에 시켜보고 맛있어서 또 주문했어요~ 이번 반찬이 더 좋아서 잘먹을거 같아요~,5,1
park****,2024-01-29T11:35:20.994+00:00,,배송도 빠르고 양도 많아요 추천합니다,5,1
ps****,2024-01-31T09:36:15.478+00:00,,아기가잘먹어서 좋아요ㅎㅎ,5,1
chun****,2024-01-29T06:27:54.547+00:00,,아기가 항상 잘먹고 있습니다,5,1
dnth*****,2024-01-20T09:53:50.868+00:00,,아기 반찬으로 넘 맛있어요 냉장고에 있으면 든든,5,1
dail*****,2024-01-20T02:57:43.135+00:00,,양도 많고 맛도있어여 15갤인데  편식도하고 이도 7개뿐이라 씹가 뱉기도하지만 다른반찬에 비해 잘 먹어여 국도 와서 좋네요:),5,1
kmom****,2024-02-17T07:21:42.084+00:00,,배송좋고 아이가 잘먹어요,5,1
0y****,2024-01-06T12:33:06.345+00:00,,"여러업체들에서 아기 반찬 많이 시켜봤는데
이렇게 양 많이 주는 곳은 처음 봐요..!
받고 깜짝 놀랐어요 일주일은 가뿐히 든든 할 거 같아요 아기도 맛있는지 아주 잘 먹네요
애용하겠습니다☺️",5,1
bin3*******,2024-02-06T00:56:44.994+00:00,,"배송도 빠르고 상품도 좋네요!!
 오늘 추가 구매 또 했는데 목욜까지 꼭
 받았으면 좋겠어요~~!!",5,1
ksna****,2024-01-10T06:16:03.936+00:00,상품선택: 1회분,아기들이 좋아해서 계속 정기구독 하고 있어요~ 다양한 반찬 구성이라 좋아요,5,2
ksna****,2024-01-10T06:15:47.632+00:00,상품선택: 정기배송(4주)(금요일 출고),아기들이 좋아해서 계속 정기구독 하고 있어요~ 다양한 반찬 구성이라 좋아요,5,1
beet****,2024-02-17T05:00:34.857+00:00,,잘먹고있어요 좋아요,5,1
cm****,2024-02-16T20:33:43.270+00:00,,잘먹어서 재주문하려구요~,5,1
cb****,2024-01-21T01:05:45.516+00:00,정기배송: 매주 금요일 출고 4회,반찬 여기서 계속 시켜먹네요 ㅎㅎ 메뉴도 다양하고 잘먹어요,5,1
jsy1***,2024-01-03T10:50:37.122+00:00,,처음주문해봤는데 구성이 알차고 좋아요! 아기도 잘먹고 다먹으면 또 주문해야겠어용 감사합니다,5,1
dudw*****,2024-01-24T08:18:08.022+00:00,,최고입니당!!@ 감사해요,5,1
may_****,2023-12-13T04:15:39.888+00:00,,"15개월 아기에요! 한그릇메뉴로 무염식 진행하다가 매번 같은 재료로 돌려서 만들어주다보니 다양하게 먹여보고 싶어서 주문했어요!! 개별반찬으로도 구매 가능해서 좋구요-! 두돌까지는 무염 진행하려고 했지만 어린이집 가는 친구들은 저염 진행하니까 괜찮을 것 같더라구요, 일단 제가 먹어도 맛있는데 간은 아가들 저염 간에 딱 좋은 것 같아요 슴슴해서👍🏻 도착하자마자 소분해서 냉동&amp;냉장보관하고 아기한테 먹여봤는데 싹싹 잘 먹더라구요 ㅋㅋㅋ 검정콩도 잘먹어요! 세번째 주문 진행하려구요!",5,1
popo****,2024-02-05T12:13:34.202+00:00,,맛은 좋으나 제가 애기를 평소에 짜게 먹였나봅니당 ㅠㅜㅜ 안먹어요 ㅎㅎ이좋은 반찬을..,5,1
bin3*******,2024-02-16T07:50:29.352+00:00,,상품도 좋고 배송도 빠르네요,5,1
wooh***,2024-01-09T13:11:19.721+00:00,,"잘먹다가도 안먹고 참 장단맞추기 힘드네요..
반찬들은 제가 먹어도 맛있습니다",5,1
co****,2024-01-04T08:15:00.756+00:00,,포장꼼꼼 다양한 메뉴 좋은데 닭고기야채잡채는 냄새나서 별로였어요. 재료가 겹치는거 같아 아쉽네요,4,1
lims***,2024-01-27T07:29:56.357+00:00,,"아이가 잘 먹어요~~  제일 좋은 점은 냉장, 냉동 보관 가능일이 표시 되어 있어서 좋습니다.
냉동 식품은 냉동고에 보관  하고, 냉장 반찬 부터 먹을 수 있어서 좋아요.",5,1
park****,2024-01-20T12:11:14.818+00:00,,매주 사먹고 있습니다. 잘먹고잇어요,5,1
dngk*****,2024-01-17T08:29:28.739+00:00,,어떤건 아주 잘 먹고 어떤건 또 안먹고 그러네용. 그래도 맛있어서 아기가 안먹는거 엄마가 호로록 합니다:) 뭔가 맛이 다 비슷한거같긴한데..반찬구성 다양해서 좋아요^^,4,1
s2****,2024-01-07T08:36:14.341+00:00,,"아기 반찬 시킨거중에 양이 제일많아요ㅋㅋㅋ
진짜 동네에서 수제반찬이랑 시판반찬중에 여기가 양으로 1등같아요 맛도 짜지않고 맛있어요!",5,1
ny****,2024-01-13T03:09:39.492+00:00,,"다행히 아이가 잘 먹네요~~
감사합니다 또 주문할게요",5,1
kkjs*******,2024-01-18T00:28:30.183+00:00,,"아이가잘먹어요
저도 덕분에 같이잘먹었네요~~^^",5,1
swee********,2023-12-20T04:07:48.944+00:00,,"포장도 잘 되어 왔고 설명서에 꼼꼼히 적어주셔서 먹이는 방법이나 보관방법, 성분까지 표기되어 있어서 좋네요 오늘 저녁이 먹여보겠지만 잘 먹어줬음 좋겠네요 입자는 좀 큰편이고 간은 국만 데우면서 맛을 봤는데 좀 밍숭밍숭한 편이라 소금 추가해서 간 맞췄어요",5,1
jjin****,2024-01-22T20:23:23.170+00:00,,두번째 주문인데 역시나 38개월 아기가 잘먹네요~,5,1
guy0***,2024-01-25T06:54:05.452+00:00,,아이가 잘먹네요 추천합니다,5,1
moon*******,2024-02-17T04:16:26.059+00:00,,잘 먹고 있어요^^,5,1
wooh***,2024-01-18T04:33:10.354+00:00,,입맛 진짜 까다로우셔서 맞추기 힘든데 여기 반찬은 잘 먹어서 매주 시킵니다,5,1
hone******,2024-01-19T08:05:40.148+00:00,,맛있고 신선함 아이가좋아함,5,1
thqn*****,2023-12-30T13:34:11.236+00:00,,"너무 좋아요 요즘 들어서 아이가 야채를 먹기 시작했는데 잘 먹어주어서 너무 고맙네요ㅎㅎ 몇번째 구매하는지
모르겠어요 감사합니다",5,1
wowg*******,2024-01-27T04:39:08.820+00:00,,처음 주문해보는데 구성도 알차고 맛도 좋아요^^아이가 끝까지 잘 먹어주면 좋겠네요^^,5,1
moon*****,2024-01-29T00:49:28.019+00:00,,13개월 아기인데 밥을 너무 안먹어서 구매하게 됐어요 ㅠㅠ 걱정이 많았는데 그래도 조금씩은 먹네요 다음에도 구매할게요!~,5,1
hyj5******,2023-12-20T14:14:26.008+00:00,,밥테기 왔던 돌아기인데 너무너무 잘먹어요~~ 맛도 맛있고 간이 적당해서 넘 좋네요!,5,1
bara******,2024-01-13T14:12:37.423+00:00,,"16개월 아가 반찬으로 주문했어요~
감사합니다~",5,1
qust********,2024-01-03T02:04:47.140+00:00,,"다양한구성이라 여러번에 나누어 먹일수 있겠어요
간이 세지않아 초등저학년까지도 먹을 수 있을거 같아요
방학에 고생을 좀 덜거같네요
감사합니다😁",5,1
hw****,2024-02-07T22:22:36.944+00:00,,양도 넉넉하고 아이가 잘먹었어요,5,1
eksq*****,2024-01-29T12:26:15.741+00:00,,"아깜빡하고사진을안찍었네요
너무만족하고 또시킬꺼예요!",5,1
ange*******,2024-01-15T04:45:26.484+00:00,,"아기가 잘 안먹네요 ㅠㅠ 
그래도 열심히 주고 있어요",5,1
youn*******,2023-11-30T04:02:56.790+00:00,,"입소문으로 듣고 주문해보았는데 생각한거보다 만족스러워요 일단 아기가 좋아하구요
아침에 죽 한공기 뚝딱하고 갔어요
실랑이안하고 밥먹어준게 얼마만인지..ㅠ
저녁엔 콩반찬에 꽂혀서 열심히 주워먹더라구요!
국물도 간간하니 맛나서 서비스로 주신 국은 엄마빠도 같이먹었어요♡ 감사합니다",4,1
van_*****,2024-01-16T00:39:31.223+00:00,,안전하게 잘 도착해서 맛있게 먹었습니다!,3,1
lx15****,2023-12-11T05:36:14.261+00:00,,"처음주문해봤는데 반찬양도 많고 좋네요ㅎ
간도 아기가 먹기에 적당하고 제가 먹어봤는데 너무 맛있어요ㅎㅎ",5,1
pbs3***,2023-12-25T10:38:43.605+00:00,,집에서 저염으로 해먹이는데 해외 거주중이라 한국 와서 첫 주문해봤는데 아기가 잘 안먹어요 ㅜㅜ 제가 먹어봤을땐 맛있는데 거의 다 남기네요 감기걸려서 그런가.. 내일 다시 더 먹여볼게요,4,1
thdw*******,2023-12-27T13:59:35.912+00:00,,"겨울인데 아이스팩을 4개나 꼼꼼하게 포장되어서 왔구요, 제가 해준 나물은 먹지도 않더니 이건 리필해서 먹습니다^^; 조만간 정기배송 결제할께요~",5,1
dhtj*******,2024-01-13T04:53:52.818+00:00,,아기가 잘 먹어서 재구매했어여  양이  많아서 소분해서 먹이고 있어여,5,1
enfl*****,2024-02-06T03:08:58.080+00:00,,항상 맛있게 먹고 있습니다,5,1
ny****,2024-01-31T10:46:07.890+00:00,,이번에도 아이가 잘 먹어주네요~ 감사합니당,5,1
hy72****,2024-01-03T14:51:54.887+00:00,,반찬 다양하고 좋아요!! 아직 안 먹여봤는데 아기가 잘 먹으면 쭉 사먹을 것 같아요!,5,1
0109*******,2024-01-14T00:14:15.244+00:00,,포장이 좋네요 포장이젛네요,5,1
pbad*****,2024-02-03T04:23:32.429+00:00,,구성도 좋고~ 아이가 잘 먹어서 좋아요!,5,1
se****,2024-01-18T05:31:38.520+00:00,,우와~ 처음시켜봤는데 까다로운아기인데 잘먹어요 반찬구성도다양해서좋아요 계속먹여볼게요,5,1
cyzh****,2024-01-06T02:33:39.215+00:00,,두번째시켜먹어요 좋은거같아서 꾸준히 먹여 볼려구요ㅎㅎ,5,1
ne****,2024-01-14T21:32:13.342+00:00,,저렴하게잘샀어용 만족해요 ㅋㅋ,5,1
beet****,2024-01-29T06:53:24.312+00:00,,아기가 잘먹어요. 종류가 다양해서 좋아요.,5,1
park****,2024-01-11T13:15:32.131+00:00,,배송도 빠르고 아이가 참 좋아합니다,5,1
come****,2024-01-18T08:06:28.560+00:00,,16개월 아기 잘먹였습니다^^,5,1
arus*****,2024-01-30T10:56:58.571+00:00,,언제나 도움 많이받아요~~ 식단구성 짱 ㅎㅎ,5,1
crhd***,2024-01-06T11:38:35.485+00:00,,맛있어요 반찬호불호가 있지만 잘먹네요,5,1
utop*******,2024-01-10T12:49:38.658+00:00,,아기가 잘 먹어서 정기배송으로 하려구요^^,5,1
jihy*******,2024-02-06T00:39:11.014+00:00,,잘 먹는 반찬이 있고 안 먹는 반찬이 있네여ㅠ,5,1
momo********,2024-01-17T11:09:57.110+00:00,,편하게 잘 먹였습니당 ㅎㅎ,4,1
ut****,2024-01-24T01:21:42.244+00:00,,식단이 그냥 그랬어요 애기가 잘 안먹어서 재구매는 없겠습니다...,3,1
dusc******,2024-01-06T07:44:51.874+00:00,,잘 안먹는 아가라 반찬해주기가 넘 힘들어서 주문해봤는데 구성이 넘 알차네요!,5,1
wltj*****,2024-01-19T03:55:17.191+00:00,,"매주 다른 반찬이어서 좋아요
간도 짜지않고 어른입맛에도 맛있어요",5,1
jy****,2024-01-07T04:19:25.669+00:00,,소분해서 먹기도 좋고 호불호가 있지만 아기가 잘먹는편이예요,4,1
ygoe****,2024-01-09T18:54:37.143+00:00,,"17갤 아기 못먹는 반찬도 있지만
다 잘먹어주길~~",5,1
hyun*******,2024-02-14T13:03:05.383+00:00,,좋아요좋아요좋아요좋아요,5,1
hyun*******,2024-02-14T12:13:15.097+00:00,,좋아요좋아요좋아요좋아요,5,1
ra****,2024-01-30T02:28:38.306+00:00,,메뉴가 다양해서 좋아요^^,5,1
hoya*****,2024-01-23T00:07:43.860+00:00,,좋아요. 그런데 입자가 좀 큰 것 같아요,4,1
nabd***,2024-01-04T13:47:22.526+00:00,,"매번 요청사항 잘 챙겨주시고 가끔 알게 모르게 덤으로 주시는 것도 많아서.. 넘 감사히 잘 먹고 있습니다. 
늘 후기를 남기고 싶엇는데, 냉장고에 넣기 바빴네요..ㅎㅎㅎ 감사합니다.",5,1
kmyi*******,2023-12-17T10:40:23.624+00:00,,맛있고 집에서 만드는 반찬 그대로에요~ 반찬 시켜도 양심에 안찔리는 곳입니다 ㅎ 다만 아이가 좀 커져서 슴슴한 반찬은  간을 좀 더 해줍니다 ㅎ 어른용도 만들어주세요! ㅎㅎ,5,1
sa****,2024-01-04T04:48:00.462+00:00,,아이가 잘먹어서 정기배송 신청하려구요,5,1
song******,2023-12-30T08:09:28.980+00:00,,양이 많아요 ! 애기먹여봐야겠지만 ㅠㅠ 집에서못하는거라 좋네요,5,1
jins*****,2024-01-08T23:29:59.604+00:00,,처음 시켜봤는데 아기가 너무 너무 잘 먹어줘요~좋은 음식 만들어주셔서 감사합니다~^^,5,1
rkgm******,2024-02-02T02:37:36.263+00:00,,아이가 잘먹습니다~~~,5,1
cool***,2024-01-17T05:53:16.087+00:00,,"한번씩 시켜용 양이 많아서 ㅠ
냉동해두 다 먹지는 못하네욥
구성이랑 맛 양 다 만족해용",5,1
dbfl****,2023-12-30T16:17:26.293+00:00,,"가끔 시켜먹어요
잘먹는것도 있지만 ㅋ싫어하는건 또 안먹어요ㅋㅋ",5,1
dnwo***,2024-01-24T11:35:39.499+00:00,,아이가 맛있게 잘 먹네요 더 먹여봐야겠어요,5,1
dmdk***,2023-12-15T03:37:52.729+00:00,,다 맛있는데 특히 황태콩나물국 좋아해서 계속달라고 소리쳐요 마약들어간거아니냐며 신고해야되는거 아니냐는 남편 아이가 너무잘먹네요,5,1
chun****,2024-01-26T07:17:58.175+00:00,상품선택: 1회분,아기가 잘 먹어서 매주 구매하고 있습니다.,5,1
audt*****,2024-01-11T10:32:14.269+00:00,,"매번 시키는데 20개월 아기가 잘먹어요^^
제가 만들어주는 것보다 여러가지 반찬 골고루 먹일 수 있어서 좋아요❤️",5,1
cyzh****,2024-01-03T02:03:10.128+00:00,,진짜 안먹는아긴데 생각보다 잘먹어요ㅎ,5,1
wooh***,2023-12-30T04:55:26.922+00:00,,밥태기가 씨게 온건지 집에선 반찬해준 것도 잘 안먹어서 주문해봤어요 잘먹었음 좋겠네요,5,1
altm******,2024-01-26T08:01:11.568+00:00,,아이가 잘 먹어서 한달씩 주문해보려해요!,5,1
qust********,2024-01-22T12:09:25.313+00:00,,다양한. 구성이 좋아요ㅎ,5,1
ggi0***,2023-12-31T08:54:50.192+00:00,,양도 넉넉하고 아이가 새로운 음식들 접래서 좋아요,5,1
cute****,2024-01-05T05:53:06.929+00:00,상품선택: 정기배송(4주)(금요일 출고),가격이 저렴해서 좋아요,5,1
home***,2023-12-10T17:12:20.200+00:00,상품선택: 1회분,"양 좋고 포장좋고 배달만족
근데 복불복이라 ㅠㅠ 
20개월 아기인데 ㅡ 배달온 것중에 2가지만 먹고 다 안먹네요 ㅠ 재료들이 건강한거라곤하지만 좀 큰 아이들이 먹어야할것같아요 ㅠ
메뉴리스트 보면 잘 먹울만한것도 많던데..
복불복이라 ㅠ",4,1
kmja****,2024-01-25T07:03:45.482+00:00,,맛있어서 매주 주문합니다ㅎ,4,1
noha****,2024-01-03T02:22:25.886+00:00,,아직 국만먹었는데 맛있어요 기대되요,5,1
snaa***,2024-01-02T07:16:32.003+00:00,,매번 만들어 주기가 힘들어서 주문해봤는데 아이가 잘 먹네요^^,5,1
than********,2023-12-11T21:52:27.283+00:00,정기배송: 매주 화요일 출고 4회,"골고루 먹일수있어 좋아요.
그리고 다양하게 먹이다보니 아이에게 맞는 음식과 맞지않는 음식을 알 수 있었어요.
아이에게 맞지않는 음식은 애써 먹이지않고 대체할수있어 좋은것같아요",5,1
beet****,2024-01-13T07:20:31.257+00:00,,지난번엔 메뉴확인을 안하고 샀더니 애가 못먹는게 두가지나 있어서..;;; 이번엔 잘 먹어주길,5,1
kmja****,2024-01-18T06:05:50.771+00:00,,좋아요 너무 잘 먹고 있어요,4,1
eunj*******,2023-12-30T01:29:16.356+00:00,,좋아요 추가 주문 합니다,5,1
628d****,2024-01-22T04:33:49.424+00:00,상품선택: 1회분,다신 안사먹음 돈아까워요 너무짜고 반찬도 너무크고,3,1
kmja****,2024-01-25T07:04:32.021+00:00,,저랑 아이랑 맛나게 먹어요ㅎ,4,1
ssun*******,2023-12-20T01:16:14.922+00:00,,짜지않고 구성이 좋은데 아이가 골고루는 안먹어서 ㅠㅠ 아쉬어요 ..잘먹으면 좋으련만 ㅠ,5,1
dhtj*******,2023-12-28T12:56:28.849+00:00,,"아기가  넘 잘먹어서 좋아요
간두 안짜고  딱 좋아요",5,1
